State_Name,District_Name,Crop_Year,Season,Crop,Area_Hectares,Production_Tonnes,Yield_Per_Hectare,Temperature_Avg,Rainfall_MM
Tamil Nadu,District_8,2020,Rabi,Cotton,701.88,15375.74,9.806480283124088,21.7,96.9
Karnataka,District_9,2019,Rabi,Wheat,2331.07,2473.42,1.061,23.7,20.1
Tamil Nadu,District_10,2019,Summer,Sugarcane,358.43,1269.6,3.542,20.2,190.6
West Bengal,District_11,2023,Kharif,Sugarcane,2305.05,1297.89,0.563,31.0,791.0
Tamil Nadu,District_12,2022,Rabi,Rice,1228.89,54719.89,10.518287335341686,21.7,144.3
Madhya Pradesh,District_13,2021,Kharif,Soybean,578.25,979.48,1.694,22.8,30.2
Haryana,District_14,2021,Kharif,Barley,928.69,20690.97,11.317748436527554,26.9,86.5
Madhya Pradesh,District_15,2020,Rabi,Sugarcane,5084.01,542.83,0.107,18.1,128.1
Tamil Nadu,District_16,2020,Rabi,Maize,1258.71,6197.23,4.923,17.7,61.7
Madhya Pradesh,District_17,2021,Kharif,Rice,543.09,4654.66,8.571,26.9,19.1
Maharashtra,District_18,2022,Kharif,Pulses,328.75,33922.72,7.571185039986945,22.8,137.2
West Bengal,District_19,2021,Summer,Groundnut,1817.84,1116.99,0.614,20.5,79.2
Rajasthan,District_20,2022,Summer,Pulses,1333.88,738.04,0.553,28.0,612.9
Haryana,District_21,2020,Rabi,Rice,2197.38,2502.97,1.139,20.9,160.9
Karnataka,District_22,2018,Summer,Mustard,254.11,36214.06,14.486540809029906,23.6,216.1
Uttar Pradesh,District_23,2023,Summer,Barley,339.59,791.37,2.33,20.5,134.9
Rajasthan,District_24,2020,Summer,Groundnut,3452.59,61.4,0.018,26.5,160.0
Uttar Pradesh,District_25,2020,Summer,Pulses,1527.43,3260.55,2.135,31.7,39.6
West Bengal,District_26,2019,Kharif,Groundnut,1869.45,12385.53,6.625,15.7,64.6
Haryana,District_27,2019,Rabi,Maize,418.77,651.51,1.556,25.6,354.6
Punjab,District_28,2019,Summer,Maize,411.17,10634.92,6.697584982071358,29.3,175.5
Karnataka,District_29,2023,Kharif,Maize,2955.01,630.26,0.213,22.9,107.9
Maharashtra,District_30,2019,Kharif,Rice,3097.58,2392.66,0.772,19.3,219.0
Punjab,District_31,2022,Kharif,Barley,369.33,9219.01,14.656531747664124,27.1,222.4
West Bengal,District_32,2021,Summer,Rice,305.1,502.1,1.646,30.0,729.8
Rajasthan,District_33,2018,Summer,Cotton,983.78,3913.82,3.978,29.5,169.1
Maharashtra,District_34,2020,Rabi,Mustard,493.07,18443.37,5.148561225075038,26.8,63.4
Madhya Pradesh,District_35,2022,Summer,Mustard,482.91,6068.71,12.567,25.5,135.3
Tamil Nadu,District_36,2018,Summer,Maize,313.76,1011.37,3.223,20.5,241.3
Maharashtra,District_37,2022,Kharif,Cotton,686.47,29087.9,9.811256918168457,29.3,329.2
West Bengal,District_38,2022,Rabi,Sugarcane,345.61,8003.14,8.333678381165628,29.0,40.8
Gujarat,District_39,2020,Summer,Sugarcane,366.72,182.97,0.499,19.3,181.8
Tamil Nadu,District_40,2021,Summer,Maize,1477.92,10898.34,7.374,26.8,72.4
Uttar Pradesh,District_41,2019,Kharif,Pulses,1037.74,1265.14,1.219,28.3,94.3
Karnataka,District_42,2023,Kharif,Rice,1780.91,4003.18,2.248,29.4,292.0
Uttar Pradesh,District_43,2021,Summer,Maize,210.81,13521.09,9.491234139302508,24.6,269.6
Maharashtra,District_44,2023,Rabi,Soybean,1107.52,1307.14,1.18,20.7,86.3
Uttar Pradesh,District_45,2020,Rabi,Groundnut,8739.76,252.55,0.029,22.5,130.8
West Bengal,District_46,2020,Kharif,Mustard,755.76,28518.77,10.70664578980789,20.0,96.7
Madhya Pradesh,District_47,2020,Kharif,Sugarcane,2501.76,17100.71,6.835,24.7,1500.2
Rajasthan,District_48,2018,Summer,Wheat,2479.98,2615.25,1.055,23.8,185.4
Karnataka,District_49,2023,Kharif,Sugarcane,2605.03,10722.85,4.116,35.7,75.8
Uttar Pradesh,District_50,2021,Summer,Mustard,1295.51,1712.86,1.322,29.5,427.4
Uttar Pradesh,District_1,2021,Rabi,Groundnut,1931.57,3447.67,1.785,29.8,439.6
Maharashtra,District_2,2022,Rabi,Mustard,2206.17,2400.83,1.088,27.4,622.2
Rajasthan,District_3,2022,Summer,Wheat,2070.29,1819.99,0.879,23.2,788.7
Punjab,District_4,2022,Kharif,Maize,358.73,5110.0,14.245,23.6,261.4
Uttar Pradesh,District_5,2020,Rabi,Cotton,198.86,486.74,2.448,24.1,112.2
West Bengal,District_6,2021,Kharif,Wheat,231.93,2043.93,8.813,25.9,126.2
Gujarat,District_7,2023,Rabi,Mustard,837.01,4777.72,5.708,26.9,117.5
Karnataka,District_8,2020,Summer,Mustard,1986.1,46964.68,9.35589158012709,25.0,107.4
Uttar Pradesh,District_9,2018,Summer,Soybean,363.43,517.34,1.423,23.5,400.2
West Bengal,District_10,2022,Summer,Soybean,2762.72,6508.27,2.356,22.0,148.5
West Bengal,District_11,2020,Rabi,Barley,663.63,7671.16,11.559,18.0,322.8
Karnataka,District_12,2020,Kharif,Soybean,669.98,178.56,0.267,31.4,255.0
Punjab,District_13,2018,Kharif,Rice,475.27,5518.15,11.611,36.0,61.6
West Bengal,District_14,2019,Kharif,Cotton,166.54,11163.75,9.14846850301595,31.0,37.6
Gujarat,District_15,2021,Rabi,Groundnut,1379.28,7208.23,5.226,18.7,55.2
West Bengal,District_16,2023,Rabi,Wheat,6079.44,2628.34,0.432,28.9,105.5
West Bengal,District_17,2019,Rabi,Mustard,1030.02,4914.08,4.771,30.1,165.3
West Bengal,District_18,2022,Rabi,Barley,172.32,3845.92,12.327234154133066,23.0,88.4
Madhya Pradesh,District_19,2020,Rabi,Barley,2393.1,236.47,0.099,27.4,260.5
Madhya Pradesh,District_20,2018,Kharif,Groundnut,215.98,3983.76,18.445,22.7,97.3
Punjab,District_21,2018,Rabi,Cotton,327.33,1718.82,5.251,32.6,182.3
Uttar Pradesh,District_22,2021,Rabi,Wheat,864.08,1035.63,1.199,26.8,163.1
West Bengal,District_23,2019,Kharif,Sugarcane,1239.97,123927.86,11.858762750864646,20.4,594.4
Rajasthan,District_24,2021,Rabi,Soybean,399.95,19514.71,13.332712820358479,28.3,68.0
Uttar Pradesh,District_25,2020,Kharif,Maize,831.04,530.99,0.639,30.3,868.5
Punjab,District_26,2021,Kharif,Barley,2242.09,5013.82,2.236,26.0,92.3
Haryana,District_27,2023,Summer,Soybean,2571.33,26556.71,10.328,27.4,50.8
Uttar Pradesh,District_28,2018,Summer,Soybean,3833.2,315.99,0.082,24.7,124.8
Uttar Pradesh,District_29,2018,Summer,Rice,7401.36,3345.85,0.452,19.3,1982.5
Tamil Nadu,District_30,2022,Summer,Cotton,2464.86,3590.72,1.457,24.2,303.7
Maharashtra,District_31,2022,Rabi,Maize,882.95,440.65,0.499,27.6,240.4
Tamil Nadu,District_32,2020,Summer,Sugarcane,2589.74,5267.58,2.034,24.4,280.4
Gujarat,District_33,2023,Kharif,Mustard,1748.85,15904.69,9.094,29.0,80.2
Madhya Pradesh,District_34,2019,Rabi,Rice,1819.59,28626.02,15.732,23.0,192.6
Madhya Pradesh,District_35,2021,Summer,Soybean,1309.26,2050.74,1.566,23.4,148.7
Maharashtra,District_36,2020,Kharif,Soybean,440.52,127066.72,7.499589812394955,29.2,631.0
Karnataka,District_37,2022,Rabi,Pulses,392.25,136.05,0.347,26.1,136.1
Karnataka,District_38,2021,Rabi,Maize,995.14,5086.4,5.111,22.9,109.7
Punjab,District_39,2022,Summer,Maize,1272.72,358.37,0.282,30.2,58.4
Maharashtra,District_40,2021,Rabi,Pulses,555.88,3412.75,6.139,21.6,166.0
Uttar Pradesh,District_41,2019,Kharif,Maize,1674.62,1362.59,0.814,21.4,187.6
Karnataka,District_42,2020,Rabi,Soybean,8784.69,6376.13,0.726,10.9,56.8
West Bengal,District_43,2021,Kharif,Barley,191.65,2464.34,12.859,22.2,213.3
Rajasthan,District_44,2023,Rabi,Wheat,1963.03,863.53,0.44,31.5,178.8
Uttar Pradesh,District_45,2018,Summer,Soybean,1026.62,952.95,0.928,14.6,333.9
Gujarat,District_46,2023,Kharif,Rice,1720.99,54105.4,11.095285097540636,20.2,391.5
West Bengal,District_47,2023,Rabi,Cotton,712.86,5798.1,8.134,27.2,160.0
West Bengal,District_48,2018,Rabi,Pulses,947.61,232.02,0.245,13.8,64.8
Maharashtra,District_49,2023,Rabi,Sugarcane,1248.25,6810.23,5.456,22.4,76.4
Punjab,District_50,2021,Kharif,Mustard,811.08,2226.05,2.745,30.7,607.7
Gujarat,District_1,2021,Kharif,Sugarcane,239.72,3001.6,12.521,35.2,169.4
Karnataka,District_2,2021,Kharif,Soybean,867.91,10196.83,11.749,26.5,600.0
Maharashtra,District_3,2018,Summer,Rice,266.02,17585.69,10.85194785392854,20.4,221.2
Karnataka,District_4,2023,Summer,Soybean,2107.36,822.03,0.39,20.2,271.2
Maharashtra,District_5,2018,Kharif,Cotton,169.77,2850.89,16.793,25.7,314.5
Maharashtra,District_6,2021,Rabi,Barley,3067.61,1314.0,0.428,26.4,55.8
Maharashtra,District_7,2023,Summer,Mustard,1685.07,7297.55,4.331,34.3,189.7
Punjab,District_8,2023,Kharif,Cotton,1691.53,2103.89,1.244,29.9,55.2
Maharashtra,District_9,2022,Rabi,Pulses,125.93,3114.67,8.697378108726888,25.4,118.2
Haryana,District_10,2022,Summer,Pulses,789.5,1987.4,2.517,23.3,247.7
Rajasthan,District_11,2019,Rabi,Soybean,3475.74,2542.29,0.731,40.1,65.3
Karnataka,District_12,2020,Rabi,Rice,652.88,38444.71,9.860575419026809,28.1,232.2
Uttar Pradesh,District_13,2022,Rabi,Cotton,373.13,107597.13,8.137821433057287,21.7,44.8
Tamil Nadu,District_14,2018,Rabi,Groundnut,580.18,5248.19,9.046,23.9,370.4
Gujarat,District_15,2022,Summer,Rice,1024.26,2565.85,2.505,20.6,87.2
Madhya Pradesh,District_16,2019,Summer,Barley,468.08,272.2,0.582,13.0,65.3
Punjab,District_17,2023,Summer,Pulses,3766.18,952.77,0.253,26.6,47.1
Uttar Pradesh,District_18,2019,Kharif,Soybean,1027.96,2464.87,2.398,33.9,93.4
West Bengal,District_19,2023,Summer,Maize,629.19,1019.84,1.621,16.8,32.3
Haryana,District_20,2023,Rabi,Pulses,298.47,1194.1,4.001,25.3,95.7
Madhya Pradesh,District_21,2020,Summer,Mustard,1780.14,31668.7,17.79,21.5,357.7
Tamil Nadu,District_22,2022,Rabi,Wheat,1740.05,3112.51,1.789,27.6,127.6
Uttar Pradesh,District_23,2018,Kharif,Maize,496.6,3559.3,7.167,24.1,57.9
Madhya Pradesh,District_24,2018,Rabi,Soybean,117.18,1084.33,9.254,18.2,177.9
Uttar Pradesh,District_25,2021,Rabi,Groundnut,1653.69,17436.43,10.544,20.1,165.7
Haryana,District_26,2023,Rabi,Maize,909.77,2167.07,2.382,20.8,710.0
Tamil Nadu,District_27,2018,Kharif,Mustard,1534.67,1364.72,0.889,31.7,279.4
West Bengal,District_28,2020,Summer,Rice,7763.39,278.35,0.036,31.5,189.5
Maharashtra,District_29,2023,Summer,Groundnut,1067.6,2719.89,2.548,23.4,306.1
Karnataka,District_30,2020,Kharif,Pulses,656.0,1302.33,1.985,31.1,133.3
West Bengal,District_31,2018,Rabi,Groundnut,348.17,37304.51,6.418443976169852,24.1,139.7
Maharashtra,District_32,2018,Summer,Cotton,802.38,47374.91,7.138012106627328,23.4,559.6
Punjab,District_33,2021,Kharif,Mustard,1287.65,467.35,0.363,25.3,40.1
Rajasthan,District_34,2018,Summer,Maize,1156.68,553.78,0.479,26.4,321.9
Gujarat,District_35,2023,Kharif,Cotton,6145.44,1969.47,0.32,22.2,135.8
Gujarat,District_36,2023,Rabi,Groundnut,1806.39,876.51,0.485,25.1,117.5
Karnataka,District_37,2023,Summer,Cotton,958.34,4130.38,4.31,28.9,95.4
Tamil Nadu,District_38,2021,Kharif,Sugarcane,541.01,1826.33,3.376,25.6,167.8
Haryana,District_39,2021,Summer,Mustard,1431.78,4540.53,3.171,25.2,143.3
Tamil Nadu,District_40,2018,Summer,Barley,442.74,13686.16,6.055136464012011,27.5,106.5
Haryana,District_41,2019,Summer,Rice,1312.69,604.06,0.46,28.3,84.6
Tamil Nadu,District_42,2019,Summer,Groundnut,1785.43,13264.11,7.429,24.7,32.3
Rajasthan,District_43,2021,Kharif,Mustard,883.2,999.27,1.131,22.6,83.2
Punjab,District_44,2018,Rabi,Barley,583.89,74811.3,11.830695751901242,25.9,98.5
Punjab,District_45,2019,Kharif,Barley,123.31,33909.96,11.607273931091516,17.0,167.5
Maharashtra,District_46,2018,Kharif,Soybean,3442.1,2515.88,0.731,23.9,713.7
Madhya Pradesh,District_47,2018,Kharif,Cotton,1641.39,702.49,0.428,12.6,90.7
Punjab,District_48,2018,Rabi,Barley,1681.8,527.26,0.314,16.6,65.4
Punjab,District_49,2022,Summer,Sugarcane,230.13,11052.84,14.506063715798728,15.9,83.8
West Bengal,District_50,2023,Summer,Mustard,4358.31,2848.07,0.653,30.2,167.8
West Bengal,District_1,2018,Summer,Wheat,688.68,11971.69,17.384,25.1,237.7
Maharashtra,District_2,2022,Rabi,Wheat,821.56,81335.96,12.296784136472413,18.7,265.8
Madhya Pradesh,District_3,2021,Summer,Groundnut,376.42,938.63,2.494,27.5,287.8
Karnataka,District_4,2019,Rabi,Pulses,183.65,470.97,2.564,29.9,322.3
West Bengal,District_5,2023,Summer,Cotton,3488.92,3979.22,1.141,27.5,118.7
Karnataka,District_6,2019,Summer,Pulses,3970.3,16599.69,4.181,24.1,767.0
Uttar Pradesh,District_7,2023,Kharif,Barley,929.34,727.28,0.783,26.2,111.7
West Bengal,District_8,2019,Rabi,Mustard,555.92,3139.87,5.648,29.5,162.0
Rajasthan,District_9,2023,Kharif,Groundnut,752.17,23273.38,5.520458387561314,22.7,418.5
Madhya Pradesh,District_10,2019,Kharif,Maize,773.08,257.41,0.333,25.1,233.5
Maharashtra,District_11,2019,Kharif,Barley,330.35,4242.79,12.843,23.7,24.7
Uttar Pradesh,District_12,2019,Rabi,Cotton,818.72,1325.9,1.619,16.9,149.1
Madhya Pradesh,District_13,2019,Rabi,Wheat,1278.06,3591.18,2.81,29.6,295.8
Rajasthan,District_14,2021,Summer,Soybean,3035.58,8644.48,2.848,35.3,50.7
Madhya Pradesh,District_15,2018,Kharif,Mustard,1112.37,4151.45,3.732,20.6,270.6
Rajasthan,District_16,2020,Summer,Rice,226.7,655.02,2.889,29.8,202.8
Rajasthan,District_17,2022,Kharif,Pulses,1561.73,1405.48,0.9,20.8,382.7
Karnataka,District_18,2020,Rabi,Groundnut,849.01,25333.67,13.842451739289542,25.7,85.3
Tamil Nadu,District_19,2020,Rabi,Pulses,4317.4,4882.43,1.131,32.5,329.2
Uttar Pradesh,District_20,2023,Rabi,Mustard,4580.02,10514.17,2.296,22.4,168.6
Madhya Pradesh,District_21,2018,Kharif,Pulses,4743.14,4339.19,0.915,24.9,609.6
Haryana,District_22,2023,Rabi,Mustard,625.41,10033.39,16.043,16.0,1378.6
Uttar Pradesh,District_23,2018,Kharif,Pulses,8021.29,1645.47,0.205,21.7,508.1
Tamil Nadu,District_24,2018,Summer,Sugarcane,1557.66,942.69,0.605,15.5,218.0
Uttar Pradesh,District_25,2019,Kharif,Maize,5576.86,9372.61,1.681,27.1,950.3
Punjab,District_26,2021,Summer,Barley,663.4,16172.39,13.626751629457258,29.2,240.5
Haryana,District_27,2019,Kharif,Barley,813.55,756.41,0.93,23.9,71.8
Tamil Nadu,District_28,2021,Summer,Cotton,1442.35,1256.5,0.871,26.4,143.8
Karnataka,District_29,2023,Rabi,Rice,1276.5,2333.58,1.828,23.4,273.0
Madhya Pradesh,District_30,2021,Summer,Rice,3846.09,33851.44,8.802,28.7,287.4
Gujarat,District_31,2023,Rabi,Cotton,869.46,6937.54,7.979,25.6,60.3
Tamil Nadu,District_32,2020,Rabi,Soybean,3514.37,409.06,0.116,15.1,61.9
Maharashtra,District_33,2020,Summer,Barley,2280.69,2592.88,1.137,29.7,113.0
Madhya Pradesh,District_34,2021,Kharif,Soybean,885.9,2061.48,2.327,23.1,227.6
Tamil Nadu,District_35,2021,Kharif,Mustard,2110.49,512.91,0.243,18.6,252.2
Punjab,District_36,2023,Kharif,Mustard,683.16,2547.36,3.729,22.8,166.2
Gujarat,District_37,2019,Kharif,Wheat,11501.19,1929.36,0.168,15.5,76.1
Punjab,District_38,2023,Kharif,Pulses,76.38,1732.9,9.433203207726987,18.8,595.6
Gujarat,District_39,2019,Rabi,Rice,2149.4,1617.97,0.753,25.7,63.0
Maharashtra,District_40,2020,Kharif,Wheat,187.8,27094.62,10.858630505279216,26.1,420.7
Madhya Pradesh,District_41,2018,Rabi,Maize,875.1,1727.53,1.974,26.5,268.0
Karnataka,District_42,2021,Rabi,Cotton,1006.66,3211.54,3.19,25.0,413.3
Punjab,District_43,2019,Rabi,Cotton,4952.43,2729.44,0.551,21.5,104.0
Punjab,District_44,2023,Summer,Mustard,548.86,1397.55,2.546,24.7,132.4
Rajasthan,District_45,2020,Summer,Barley,4056.24,3358.52,0.828,22.8,155.1
Gujarat,District_46,2019,Rabi,Soybean,337.37,3287.97,9.746,16.9,101.4
West Bengal,District_47,2023,Summer,Rice,4216.12,3359.79,0.797,21.1,177.7
Madhya Pradesh,District_48,2021,Kharif,Wheat,682.43,821.52,1.204,29.4,524.9
Gujarat,District_49,2021,Kharif,Soybean,1180.19,2188.15,1.854,32.9,52.6
Rajasthan,District_50,2022,Rabi,Wheat,783.38,9325.27,11.904,28.3,87.7
Uttar Pradesh,District_1,2018,Kharif,Pulses,3953.53,2276.23,0.576,32.7,80.4
Gujarat,District_2,2022,Rabi,Maize,3254.32,3799.68,1.168,25.4,137.6
Karnataka,District_3,2020,Rabi,Maize,1708.72,3829.75,2.241,33.7,133.2
Madhya Pradesh,District_4,2019,Kharif,Soybean,346.59,5575.25,16.086,35.3,275.3
Rajasthan,District_5,2020,Summer,Soybean,536.45,6891.03,12.846,16.3,152.5
Uttar Pradesh,District_6,2023,Kharif,Soybean,392.06,2295.66,5.855,26.1,189.1
Haryana,District_7,2021,Kharif,Wheat,115.8,759.76,6.561,25.4,204.1
Rajasthan,District_8,2022,Rabi,Pulses,3871.19,479.11,0.124,22.9,180.6
Haryana,District_9,2022,Rabi,Sugarcane,790.11,13718.9,17.363,27.5,260.5
Madhya Pradesh,District_10,2022,Rabi,Soybean,781.73,9465.19,12.108,25.2,134.6
Punjab,District_11,2020,Rabi,Barley,4895.65,7895.49,1.613,21.3,554.0
Rajasthan,District_12,2021,Summer,Rice,681.31,10064.86,14.773,24.9,1133.8
Maharashtra,District_13,2019,Summer,Rice,473.21,2339.44,4.944,31.0,261.1
Haryana,District_14,2023,Summer,Wheat,875.9,1167.58,1.333,25.9,178.1
Karnataka,District_15,2019,Rabi,Soybean,353.3,684.98,1.939,28.1,244.6
Maharashtra,District_16,2020,Rabi,Mustard,1547.44,581.71,0.376,23.6,61.5
Tamil Nadu,District_17,2023,Rabi,Cotton,754.71,18365.66,14.760783324725189,27.3,171.4
Tamil Nadu,District_18,2022,Summer,Sugarcane,660.32,1422.66,2.155,19.0,82.7
Uttar Pradesh,District_19,2018,Rabi,Barley,605.53,14505.58,10.323043638481662,22.5,223.2
Punjab,District_20,2020,Kharif,Pulses,986.12,2252.22,2.284,24.5,83.0
Madhya Pradesh,District_21,2020,Kharif,Mustard,1192.11,1081.0,0.907,18.6,112.6
Rajasthan,District_22,2021,Rabi,Maize,651.99,577.35,0.886,20.8,33.2
West Bengal,District_23,2019,Kharif,Mustard,766.04,1233.69,1.61,26.6,58.1
Karnataka,District_24,2020,Kharif,Wheat,1010.78,25018.18,14.053218283760899,25.6,197.1
Haryana,District_25,2020,Summer,Sugarcane,913.77,586.21,0.642,29.0,74.1
Madhya Pradesh,District_26,2022,Rabi,Groundnut,1131.25,71333.42,5.830387578101864,22.0,347.6
Maharashtra,District_27,2022,Rabi,Groundnut,557.43,844.79,1.516,25.3,69.2
Tamil Nadu,District_28,2023,Summer,Soybean,2994.68,9181.31,3.066,21.6,213.3
Karnataka,District_29,2018,Kharif,Soybean,1208.13,2397.36,1.984,28.5,80.7
West Bengal,District_30,2021,Kharif,Wheat,662.59,1843.02,2.782,31.0,202.0
Rajasthan,District_31,2018,Rabi,Pulses,1547.48,442.69,0.286,27.4,43.5
Uttar Pradesh,District_32,2023,Kharif,Soybean,1018.04,2571.93,2.526,30.3,103.3
West Bengal,District_33,2022,Summer,Cotton,193.67,524.57,2.709,25.2,75.4
Karnataka,District_34,2019,Summer,Sugarcane,1542.18,239.28,0.155,29.0,300.8
West Bengal,District_35,2022,Rabi,Wheat,395.64,3566.71,9.015,25.4,214.8
Karnataka,District_36,2021,Summer,Rice,2791.76,1149.25,0.412,19.9,55.4
Karnataka,District_37,2022,Summer,Maize,861.13,37291.58,6.910518687086828,26.2,126.1
Gujarat,District_38,2021,Rabi,Wheat,2392.44,13360.16,5.584,20.0,80.0
Haryana,District_39,2021,Summer,Wheat,583.93,38030.67,9.407549434413179,36.7,317.4
Tamil Nadu,District_40,2021,Summer,Groundnut,1176.06,1073.5,0.913,23.3,410.4
Gujarat,District_41,2023,Summer,Barley,3678.44,3656.3,0.994,28.2,46.8
Rajasthan,District_42,2021,Kharif,Pulses,837.97,58.5,0.07,24.9,287.5
Gujarat,District_43,2021,Rabi,Barley,607.4,1953.34,3.216,18.8,76.8
Punjab,District_44,2019,Rabi,Cotton,2111.26,3455.59,1.637,15.5,121.2
Punjab,District_45,2018,Rabi,Rice,2070.74,3755.86,1.814,28.7,152.3
Tamil Nadu,District_46,2020,Kharif,Groundnut,633.49,2797.4,4.416,32.7,634.8
West Bengal,District_47,2018,Kharif,Rice,150.59,3294.1,10.847568083373048,21.3,66.5
Haryana,District_48,2021,Rabi,Cotton,595.84,50.91,0.085,16.7,289.4
Tamil Nadu,District_49,2019,Kharif,Barley,2158.91,4377.94,2.028,23.4,58.1
Karnataka,District_50,2022,Rabi,Wheat,505.21,6155.86,12.185,20.3,55.0
Maharashtra,District_1,2019,Kharif,Soybean,1084.7,22182.04,13.162278518628002,21.7,151.8
Haryana,District_2,2021,Summer,Soybean,568.22,5182.83,9.121,28.1,151.0
Haryana,District_3,2019,Summer,Mustard,158.83,2450.13,15.426,24.7,15.4
Karnataka,District_4,2019,Rabi,Maize,558.09,15637.28,14.882621151431868,20.9,375.3
Karnataka,District_5,2021,Kharif,Pulses,2149.8,86.83,0.04,27.9,26.8
Uttar Pradesh,District_6,2023,Kharif,Cotton,102.49,1376.88,13.434,28.3,132.1
Tamil Nadu,District_7,2019,Summer,Maize,1411.16,945.09,0.67,23.3,429.3
Karnataka,District_8,2020,Summer,Pulses,334.93,2830.52,8.451,25.7,869.0
Punjab,District_9,2020,Kharif,Maize,2015.14,110.16,0.055,27.6,111.0
Rajasthan,District_10,2019,Kharif,Barley,2240.2,21578.52,9.632,27.1,47.2
Maharashtra,District_11,2023,Kharif,Pulses,923.39,2049.36,2.219,25.2,416.7
Tamil Nadu,District_12,2022,Kharif,Barley,925.5,4808.76,5.196,32.2,296.5
Madhya Pradesh,District_13,2021,Kharif,Wheat,489.62,4165.69,8.508,27.9,100.4
Punjab,District_14,2020,Kharif,Groundnut,285.55,19805.89,8.888514964741164,22.7,90.7
West Bengal,District_15,2022,Rabi,Barley,5991.48,182.56,0.03,22.8,83.6
Karnataka,District_16,2019,Kharif,Soybean,461.71,3527.98,7.641,22.2,112.7
Madhya Pradesh,District_17,2022,Summer,Maize,5259.53,16635.05,3.163,28.2,191.1
Karnataka,District_18,2018,Rabi,Mustard,464.29,2573.5,5.543,21.9,94.4
Haryana,District_19,2020,Kharif,Sugarcane,1854.17,715.58,0.386,22.9,104.4
Punjab,District_20,2019,Summer,Pulses,351.49,1204.92,3.428,30.3,247.9
Haryana,District_21,2021,Rabi,Cotton,1850.84,1653.4,0.893,26.0,45.3
Uttar Pradesh,District_22,2023,Summer,Mustard,791.88,1010.73,1.276,31.0,109.9
Haryana,District_23,2019,Kharif,Soybean,802.3,2370.33,2.954,29.0,38.8
Uttar Pradesh,District_24,2021,Kharif,Barley,2018.32,28634.6,14.187,19.1,161.9
Uttar Pradesh,District_25,2023,Kharif,Groundnut,685.99,1216.77,1.774,24.5,31.5
Madhya Pradesh,District_26,2023,Kharif,Wheat,262.92,1434.38,5.456,29.9,302.5
Karnataka,District_27,2019,Rabi,Sugarcane,2347.97,5941.23,2.53,18.9,51.8
West Bengal,District_28,2022,Rabi,Rice,348.66,2293.35,6.578,27.1,35.9
Haryana,District_29,2022,Summer,Mustard,1838.15,405.95,0.221,24.8,111.0
Punjab,District_30,2023,Kharif,Groundnut,2901.54,2719.54,0.937,16.2,583.4
Uttar Pradesh,District_31,2022,Summer,Rice,753.33,2570.0,3.412,25.6,262.2
Karnataka,District_32,2018,Rabi,Sugarcane,3577.26,12881.11,3.601,20.8,31.9
Maharashtra,District_33,2023,Kharif,Cotton,1775.4,693.51,0.391,19.2,50.7
Tamil Nadu,District_34,2023,Kharif,Cotton,546.83,13010.07,5.4741563614008495,25.0,108.2
Madhya Pradesh,District_35,2021,Rabi,Maize,4453.43,2574.1,0.578,15.3,889.5
West Bengal,District_36,2022,Rabi,Sugarcane,350.14,565.71,1.616,21.6,70.0
Gujarat,District_37,2023,Rabi,Sugarcane,752.42,418.57,0.556,37.8,70.5
Madhya Pradesh,District_38,2018,Rabi,Rice,892.2,54262.18,13.011715032953248,28.3,503.7
Maharashtra,District_39,2021,Rabi,Groundnut,2008.66,2345.2,1.168,20.6,173.5
Tamil Nadu,District_40,2019,Kharif,Pulses,3345.71,12146.01,3.63,32.0,344.6
Maharashtra,District_41,2023,Rabi,Rice,3142.56,229.94,0.073,20.0,83.0
Haryana,District_42,2018,Kharif,Wheat,1371.62,155833.33,11.043807190828081,22.2,136.8
Uttar Pradesh,District_43,2020,Kharif,Cotton,828.59,11382.89,13.738,19.3,425.2
West Bengal,District_44,2018,Rabi,Cotton,176.62,2032.13,11.506,26.3,132.2
Rajasthan,District_45,2018,Rabi,Maize,294.67,1883.24,6.391,31.8,364.5
Uttar Pradesh,District_46,2021,Kharif,Wheat,6416.68,8972.3,1.398,20.0,202.3
Rajasthan,District_47,2019,Rabi,Cotton,174.85,8231.9,6.985428588682017,14.7,64.6
Tamil Nadu,District_48,2020,Rabi,Rice,500.45,3919.79,7.833,30.5,146.5
Karnataka,District_49,2022,Rabi,Wheat,3444.75,3030.0,0.88,32.8,325.4
Gujarat,District_50,2022,Summer,Rice,1352.5,6916.05,5.114,15.0,253.5
Punjab,District_1,2018,Kharif,Pulses,2774.0,218.64,0.079,27.3,143.7
Uttar Pradesh,District_2,2021,Summer,Pulses,1887.16,1708.02,0.905,26.1,32.7
West Bengal,District_3,2021,Rabi,Cotton,4767.52,252.07,0.053,21.1,35.3
Maharashtra,District_4,2022,Summer,Cotton,1473.55,7382.65,5.01,18.0,41.8
West Bengal,District_5,2020,Rabi,Groundnut,2129.09,1081.69,0.508,30.0,98.7
Tamil Nadu,District_6,2019,Summer,Pulses,531.53,282.2,0.531,25.9,109.8
Rajasthan,District_7,2020,Rabi,Mustard,1971.07,906.25,0.46,26.3,45.6
Maharashtra,District_8,2023,Summer,Mustard,737.95,3729.52,5.054,21.9,336.3
Punjab,District_9,2023,Summer,Maize,697.08,2191.1,3.143,21.0,54.0
Punjab,District_10,2019,Summer,Pulses,2683.09,512.99,0.191,12.7,49.6
Uttar Pradesh,District_11,2022,Kharif,Rice,2701.66,231.06,0.086,23.9,159.3
